file,label_id,condition,condition_bn,urgency,split
train_003455.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003456.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003457.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003458.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003459.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003460.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003461.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003462.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003463.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003464.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003465.jpg,20,Vascular Tumors,রক্তনালীর গুটি,watch_it,train
train_003466.jpg,6,Exanthems and Drug Eruptions,ওষুধজনিত র‍্যাশ,get_it_checked,train
train_003467.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003468.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003469.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003470.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003471.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003472.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003473.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003474.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003475.jpg,8,Herpes HPV and other STDs Photos,হারপিস / যৌনবাহিত সংক্রমণ,get_it_checked,train
train_003476.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003477.jpg,6,Exanthems and Drug Eruptions,ওষুধজনিত র‍্যাশ,get_it_checked,train
train_003478.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003479.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003480.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003481.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003482.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003483.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003484.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003485.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003486.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003487.jpg,8,Herpes HPV and other STDs Photos,হারপিস / যৌনবাহিত সংক্রমণ,get_it_checked,train
train_003488.jpg,20,Vascular Tumors,রক্তনালীর গুটি,watch_it,train
train_003489.jpg,20,Vascular Tumors,রক্তনালীর গুটি,watch_it,train
train_003490.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003491.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003492.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003493.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003494.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003495.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003496.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003497.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003498.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003499.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_003500.jpg,21,Vasculitis Photos,রক্তনালীর প্রদাহ,see_doctor_soon,train
train_003501.jpg,19,Urticaria Hives,আমবাত,watch_it,train
train_003502.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003503.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003504.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_003505.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_003506.jpg,7,Hair Loss Photos Alopecia and other Hair Diseases,চুল পড়া,watch_it,train
train_003507.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003508.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003509.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_003510.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003511.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_003512.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003513.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_003514.jpg,11,Melanoma Skin Cancer Nevi and Moles,তিল ও মেলানোমা,see_doctor_soon,train
train_003515.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003516.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003517.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003518.jpg,21,Vasculitis Photos,রক্তনালীর প্রদাহ,see_doctor_soon,train
train_003519.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003520.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003521.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003522.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_003523.jpg,20,Vascular Tumors,রক্তনালীর গুটি,watch_it,train
train_003524.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003525.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_003526.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003527.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003528.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003529.jpg,19,Urticaria Hives,আমবাত,watch_it,train
train_003530.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_003531.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003532.jpg,19,Urticaria Hives,আমবাত,watch_it,train
train_003533.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003534.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003535.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003536.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_003537.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003538.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003539.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003540.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003541.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003542.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003543.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003544.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003545.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003546.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003547.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003548.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003549.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003550.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003551.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003552.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003553.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003554.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003555.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003556.jpg,20,Vascular Tumors,রক্তনালীর গুটি,watch_it,train
train_003557.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003558.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_003559.jpg,19,Urticaria Hives,আমবাত,watch_it,train
train_003560.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003561.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003562.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003563.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003564.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003565.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003566.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003567.jpg,13,Poison Ivy Photos and other Contact Dermatitis,সংস্পর্শজনিত র‍্যাশ,watch_it,train
train_003568.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003569.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003570.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_003571.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003572.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_003573.jpg,21,Vasculitis Photos,রক্তনালীর প্রদাহ,see_doctor_soon,train
train_003574.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003575.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003576.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003577.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003578.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003579.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003580.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003581.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003582.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003583.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003584.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003585.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003586.jpg,7,Hair Loss Photos Alopecia and other Hair Diseases,চুল পড়া,watch_it,train
train_003587.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003588.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003589.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003590.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003591.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003592.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003593.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003594.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003595.jpg,19,Urticaria Hives,আমবাত,watch_it,train
train_003596.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003597.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003598.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003599.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003600.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003601.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003602.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003603.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003604.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003605.jpg,11,Melanoma Skin Cancer Nevi and Moles,তিল ও মেলানোমা,see_doctor_soon,train
train_003606.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003607.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003608.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003609.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003610.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_003611.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003612.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003613.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003614.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003615.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003616.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003617.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003618.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003619.jpg,9,Light Diseases and Disorders of Pigmentation,ত্বকের রং পরিবর্তন,watch_it,train
train_003620.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003621.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003622.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003623.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003624.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003625.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003626.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003627.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003628.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003629.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_003630.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003631.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003632.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_003633.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003634.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003635.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003636.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003637.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003638.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003639.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003640.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003641.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003642.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003643.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003644.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_003645.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003646.jpg,8,Herpes HPV and other STDs Photos,হারপিস / যৌনবাহিত সংক্রমণ,get_it_checked,train
train_003647.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_003648.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003649.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003650.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003651.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003652.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003653.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003654.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003655.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003656.jpg,10,Lupus and other Connective Tissue diseases,লুপাস,see_doctor_soon,train
train_003657.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003658.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003659.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003660.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003661.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003662.jpg,15,Scabies Lyme Disease and other Infestations and Bites,খোসপাঁচড়া (স্ক্যাবিস),get_it_checked,train
train_003663.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_003664.jpg,11,Melanoma Skin Cancer Nevi and Moles,তিল ও মেলানোমা,see_doctor_soon,train
train_003665.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003666.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003667.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003668.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003669.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003670.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003671.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003672.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003673.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003674.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_003675.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003676.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003677.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003678.jpg,14,Psoriasis pictures Lichen Planus and related diseases,সোরিয়াসিস,get_it_checked,train
train_003679.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003680.jpg,5,Eczema Photos,একজিমা,get_it_checked,train
train_003681.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003682.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003683.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003684.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003685.jpg,1,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,ত্বকের ক্যানসার বা প্রাক-ক্যানসার,see_doctor_soon,train
train_003686.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003687.jpg,0,Acne and Rosacea Photos,ব্রণ ও রোসেশিয়া,watch_it,train
train_003688.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003689.jpg,4,Cellulitis Impetigo and other Bacterial Infections,ব্যাকটেরিয়া সংক্রমণ (সেলুলাইটিস),see_doctor_soon,train
train_003690.jpg,22,Warts Molluscum and other Viral Infections,আঁচিল ও ভাইরাস সংক্রমণ,watch_it,train
train_003691.jpg,17,Systemic Disease,শরীরের ভেতরের রোগের ত্বকীয় লক্ষণ,see_doctor_soon,train
train_003692.jpg,2,Atopic Dermatitis Photos,অ্যাটোপিক ডার্মাটাইটিস (একজিমা),get_it_checked,train
train_003693.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
train_003694.jpg,20,Vascular Tumors,রক্তনালীর গুটি,watch_it,train
train_003695.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003696.jpg,12,Nail Fungus and other Nail Disease,নখের ছত্রাক,get_it_checked,train
train_003697.jpg,3,Bullous Disease Photos,ফোসকাজনিত রোগ,see_doctor_soon,train
train_003698.jpg,16,Seborrheic Keratoses and other Benign Tumors,নিরীহ আঁচিল,watch_it,train
train_003699.jpg,18,Tinea Ringworm Candidiasis and other Fungal Infections,দাদ ও ছত্রাক সংক্রমণ,get_it_checked,train
