disease_bn,symptoms_bn
নিমোনিয়া,শ্বাসকষ্ট|তীব্র_জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কফ্|কাশি
নিমোনিয়া,শ্বাসকষ্ট|তীব্র_জ্বর|বুকে_ব্যথা|কফ্|কাশি
নিমোনিয়া,শ্বাসকষ্ট|তীব্র_জ্বর|বুকে_ব্যথা|কফ্
ম্যালেরিয়া,শরীর_ব্যথা|তীব্র_জ্বর|দুর্বলতা|মাথা_ব্যথা|ঠাণ্ডা_লাগা|বমি_বমি_ভাব
ম্যালেরিয়া,শরীর_ব্যথা|তীব্র_জ্বর|দুর্বলতা|মাথা_ব্যথা|ঠাণ্ডা_লাগা
ম্যালেরিয়া,শরীর_ব্যথা|তীব্র_জ্বর|দুর্বলতা|মাথা_ব্যথা|বমি_বমি_ভাব
ম্যালেরিয়া,শরীর_ব্যথা|তীব্র_জ্বর|দুর্বলতা|ঠাণ্ডা_লাগা|বমি_বমি_ভাব
ম্যালেরিয়া,শরীর_ব্যথা|তীব্র_জ্বর|মাথা_ব্যথা|ঠাণ্ডা_লাগা|বমি_বমি_ভাব
ম্যালেরিয়া,শরীর_ব্যথা|দুর্বলতা|মাথা_ব্যথা|ঠাণ্ডা_লাগা|বমি_বমি_ভাব
ম্যালেরিয়া,তীব্র_জ্বর|দুর্বলতা|মাথা_ব্যথা|ঠাণ্ডা_লাগা|বমি_বমি_ভাব
ম্যালেরিয়া,দুর্বলতা|মাথা_ব্যথা|ঠাণ্ডা_লাগা|বমি_বমি_ভাব
ম্যালেরিয়া,শরীর_ব্যথা|মাথা_ব্যথা|ঠাণ্ডা_লাগা|বমি_বমি_ভাব
ম্যালেরিয়া,শরীর_ব্যথা|তীব্র_জ্বর|ঠাণ্ডা_লাগা|বমি_বমি_ভাব
ম্যালেরিয়া,শরীর_ব্যথা|তীব্র_জ্বর|দুর্বলতা|বমি_বমি_ভাব
ম্যালেরিয়া,শরীর_ব্যথা|তীব্র_জ্বর|দুর্বলতা|মাথা_ব্যথা
ম্যালেরিয়া,শরীর_ব্যথা|দুর্বলতা|মাথা_ব্যথা|বমি_বমি_ভাব
ম্যালেরিয়া,তীব্র_জ্বর|দুর্বলতা|মাথা_ব্যথা|বমি_বমি_ভাব
হার্ট অ্যাটাক,শ্বাসকষ্ট|মাথা_ব্যথা|বমি_বমি_ভাব|দ্রুত_শ্বাস_প্রশ্বাস|ভারীভাব|বুকের_মাঝে_চাপ_দিয়ে_ব্যথা|ঘাম_হওয়া|মাথা_ঝিম_ঝিম|মানসিক_অস্থিরতা
হার্ট অ্যাটাক,বমি_বমি_ভাব|দ্রুত_শ্বাস_প্রশ্বাস|ভারীভাব|বুকের_মাঝে_চাপ_দিয়ে_ব্যথা|ঘাম_হওয়া|মাথা_ঝিম_ঝিম|মানসিক_অস্থিরতা
হার্ট অ্যাটাক,বমি_বমি_ভাব|ভারীভাব|বুকের_মাঝে_চাপ_দিয়ে_ব্যথা|ঘাম_হওয়া|মাথা_ঝিম_ঝিম|মানসিক_অস্থিরতা
হার্ট অ্যাটাক,শ্বাসকষ্ট|মাথা_ব্যথা|বমি_বমি_ভাব|দ্রুত_শ্বাস_প্রশ্বাস|বুকের_মাঝে_চাপ_দিয়ে_ব্যথা|ঘাম_হওয়া|মানসিক_অস্থিরতা
হার্ট অ্যাটাক,শ্বাসকষ্ট|মাথা_ব্যথা|দ্রুত_শ্বাস_প্রশ্বাস|ভারীভাব|ঘাম_হওয়া|মাথা_ঝিম_ঝিম
হার্ট অ্যাটাক,শ্বাসকষ্ট|মাথা_ব্যথা|বমি_বমি_ভাব|দ্রুত_শ্বাস_প্রশ্বাস|ভারীভাব|বুকের_মাঝে_চাপ_দিয়ে_ব্যথা|মানসিক_অস্থিরতা
হার্ট অ্যাটাক,বমি_বমি_ভাব|দ্রুত_শ্বাস_প্রশ্বাস|ভারীভাব|ঘাম_হওয়া|মাথা_ঝিম_ঝিম|মানসিক_অস্থিরতা
হার্ট অ্যাটাক,শ্বাসকষ্ট|মাথা_ব্যথা|বমি_বমি_ভাব|দ্রুত_শ্বাস_প্রশ্বাস|ভারীভাব|বুকের_মাঝে_চাপ_দিয়ে_ব্যথা|ঘাম_হওয়া|মানসিক_অস্থিরতা
হার্ট অ্যাটাক,শ্বাসকষ্ট|মাথা_ব্যথা|ভারীভাব|বুকের_মাঝে_চাপ_দিয়ে_ব্যথা|ঘাম_হওয়া|মাথা_ঝিম_ঝিম
হার্ট অ্যাটাক,শ্বাসকষ্ট|দ্রুত_শ্বাস_প্রশ্বাস|ভারীভাব|মাথা_ঝিম_ঝিম|মানসিক_অস্থিরতা
হার্ট অ্যাটাক,শ্বাসকষ্ট|মাথা_ব্যথা|বমি_বমি_ভাব|ঘাম_হওয়া|মাথা_ঝিম_ঝিম|মানসিক_অস্থিরতা
হার্ট অ্যাটাক,শ্বাসকষ্ট|বমি_বমি_ভাব|দ্রুত_শ্বাস_প্রশ্বাস|ভারীভাব|বুকের_মাঝে_চাপ_দিয়ে_ব্যথা|ঘাম_হওয়া
হার্ট অ্যাটাক,শ্বাসকষ্ট|দ্রুত_শ্বাস_প্রশ্বাস|ঘাম_হওয়া|মাথা_ঝিম_ঝিম|মানসিক_অস্থিরতা
বধিরতা,শ্রবণশক্তি_হ্রাস|শোনার_অসুবিধা
বধিরতা,শ্রবণশক্তি_হ্রাস
বধিরতা,শোনার_অসুবিধা
পারকিনসন্স,ভারসাম্য_হারা|হাত_পায়ে_কাঁপুনি|হাত_পা_শক্ত
পারকিনসন্স,ভারসাম্য_হারা|হাত_পায়ে_কাঁপুনি
পারকিনসন্স,ভারসাম্য_হারা|হাত_পা_শক্ত
পারকিনসন্স,হাত_পায়ে_কাঁপুনি|হাত_পা_শক্ত
পারকিনসন্স,হাত_পায়ে_কাঁপুনি
পারকিনসন্স,হাত_পা_শক্ত
গ্লুকোমা,বমি|চোখ_লাল_হওয়া|চোখে_ব্যথা|মাথা_ব্যথা|বমি_বমি_ভাব|ঝাপসা_দৃষ্টি
গ্লুকোমা,চোখে_ব্যথা|মাথা_ব্যথা|বমি_বমি_ভাব|ঝাপসা_দৃষ্টি
গ্লুকোমা,বমি|চোখ_লাল_হওয়া|মাথা_ব্যথা
গ্লুকোমা,চোখে_ব্যথা|মাথা_ব্যথা|বমি_বমি_ভাব|ঝাপসা_দৃষ্টি
গ্লুকোমা,বমি|ঝাপসা_দৃষ্টি
গ্লুকোমা,বমি|চোখ_লাল_হওয়া|বমি_বমি_ভাব|ঝাপসা_দৃষ্টি
গ্লুকোমা,বমি
গ্লুকোমা,বমি|চোখ_লাল_হওয়া|চোখে_ব্যথা|মাথা_ব্যথা
গ্লুকোমা,চোখে_ব্যথা|বমি_বমি_ভাব|ঝাপসা_দৃষ্টি
গ্লুকোমা,বমি|চোখ_লাল_হওয়া|চোখে_ব্যথা|ঝাপসা_দৃষ্টি
ছানি,ঝাপসা_দৃষ্টি|দুর্বল_রাতের_দৃষ্টি|দ্বিগুণ_দৃষ্টি|রং_বিবর্ণ_দেখা|আলোর_প্রতি_সংবেদনশীলতা
ছানি,ঝাপসা_দৃষ্টি|দ্বিগুণ_দৃষ্টি|রং_বিবর্ণ_দেখা|আলোর_প্রতি_সংবেদনশীলতা
ছানি,দুর্বল_রাতের_দৃষ্টি|দ্বিগুণ_দৃষ্টি|রং_বিবর্ণ_দেখা|আলোর_প্রতি_সংবেদনশীলতা
ছানি,ঝাপসা_দৃষ্টি|দুর্বল_রাতের_দৃষ্টি|রং_বিবর্ণ_দেখা|আলোর_প্রতি_সংবেদনশীলতা
ছানি,ঝাপসা_দৃষ্টি|দুর্বল_রাতের_দৃষ্টি|দ্বিগুণ_দৃষ্টি|আলোর_প্রতি_সংবেদনশীলতা
ছানি,ঝাপসা_দৃষ্টি|দুর্বল_রাতের_দৃষ্টি|দ্বিগুণ_দৃষ্টি|রং_বিবর্ণ_দেখা
ছানি,দুর্বল_রাতের_দৃষ্টি|রং_বিবর্ণ_দেখা|আলোর_প্রতি_সংবেদনশীলতা
ছানি,ঝাপসা_দৃষ্টি|দুর্বল_রাতের_দৃষ্টি|আলোর_প্রতি_সংবেদনশীলতা
ছানি,ঝাপসা_দৃষ্টি|দুর্বল_রাতের_দৃষ্টি|আলোর_প্রতি_সংবেদনশীলতা
বেরিবেরি,ক্লান্ত_বোধ|দুর্বলতা|হাটতে_অক্ষমতা|পক্ষাঘাত|পেশীর_দুর্বলতা|হাত_ও_পায়ে_শিহরণ
বেরিবেরি,দুর্বলতা|হাটতে_অক্ষমতা|পক্ষাঘাত|পেশীর_দুর্বলতা|হাত_ও_পায়ে_শিহরণ
বেরিবেরি,ক্লান্ত_বোধ|হাটতে_অক্ষমতা|পক্ষাঘাত|পেশীর_দুর্বলতা|হাত_ও_পায়ে_শিহরণ
বেরিবেরি,ক্লান্ত_বোধ|দুর্বলতা|পক্ষাঘাত|পেশীর_দুর্বলতা|হাত_ও_পায়ে_শিহরণ
বেরিবেরি,ক্লান্ত_বোধ|দুর্বলতা|হাটতে_অক্ষমতা|পেশীর_দুর্বলতা|হাত_ও_পায়ে_শিহরণ
বেরিবেরি,ক্লান্ত_বোধ|দুর্বলতা|হাটতে_অক্ষমতা|পক্ষাঘাত|হাত_ও_পায়ে_শিহরণ
বেরিবেরি,ক্লান্ত_বোধ|দুর্বলতা|হাটতে_অক্ষমতা|পক্ষাঘাত|পেশীর_দুর্বলতা
রিকেট,পেশীর_দুর্বলতা|দুর্বল_অস্থিসন্ধি|দাঁত_ভঙ্গুর|হাড়_ভঙ্গুর|পায়ের_হাড়গুলি_ধনুকের_মত_বাঁকা|হাত_ও_পায়ে_ব্যথা
রিকেট,দুর্বল_অস্থিসন্ধি|দাঁত_ভঙ্গুর|হাড়_ভঙ্গুর|পায়ের_হাড়গুলি_ধনুকের_মত_বাঁকা|হাত_ও_পায়ে_ব্যথা
রিকেট,পেশীর_দুর্বলতা|দাঁত_ভঙ্গুর|হাড়_ভঙ্গুর|পায়ের_হাড়গুলি_ধনুকের_মত_বাঁকা|হাত_ও_পায়ে_ব্যথা
রিকেট,পেশীর_দুর্বলতা|দুর্বল_অস্থিসন্ধি|হাড়_ভঙ্গুর|পায়ের_হাড়গুলি_ধনুকের_মত_বাঁকা|হাত_ও_পায়ে_ব্যথা
রিকেট,পেশীর_দুর্বলতা|দুর্বল_অস্থিসন্ধি|দাঁত_ভঙ্গুর|পায়ের_হাড়গুলি_ধনুকের_মত_বাঁকা|হাত_ও_পায়ে_ব্যথা
রিকেট,পেশীর_দুর্বলতা|দুর্বল_অস্থিসন্ধি|দাঁত_ভঙ্গুর|হাড়_ভঙ্গুর|হাত_ও_পায়ে_ব্যথা
রিকেট,পেশীর_দুর্বলতা|দুর্বল_অস্থিসন্ধি|দাঁত_ভঙ্গুর|হাড়_ভঙ্গুর|পায়ের_হাড়গুলি_ধনুকের_মত_বাঁকা
রিকেট,পেশীর_দুর্বলতা|দুর্বল_অস্থিসন্ধি|হাড়_ভঙ্গুর|পায়ের_হাড়গুলি_ধনুকের_মত_বাঁকা
জলাতঙ্ক,জ্বর|মাথা_ব্যথা|গলা_ব্যথা|খিঁচুনি|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|অনিদ্রা|কোমা|বাতাসের_ভয়
জলাতঙ্ক,মাথা_ব্যথা|গলা_ব্যথা|খিঁচুনি|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|অনিদ্রা|কোমা|বাতাসের_ভয়
জলাতঙ্ক,জ্বর|গলা_ব্যথা|খিঁচুনি|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|অনিদ্রা|কোমা|বাতাসের_ভয়
জলাতঙ্ক,জ্বর|মাথা_ব্যথা|খিঁচুনি|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|অনিদ্রা|কোমা|বাতাসের_ভয়
জলাতঙ্ক,মাথা_ব্যথা|গলা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|অনিদ্রা|কোমা|বাতাসের_ভয়
জলাতঙ্ক,মাথা_ব্যথা|গলা_ব্যথা|খিঁচুনি|গিলতে_অসুবিধা|অনিদ্রা|কোমা|বাতাসের_ভয়
জলাতঙ্ক,মাথা_ব্যথা|গলা_ব্যথা|খিঁচুনি|অত্যধিক_লালা _নিঃসরণ|অনিদ্রা|কোমা|বাতাসের_ভয়
জলাতঙ্ক,মাথা_ব্যথা|গলা_ব্যথা|খিঁচুনি|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|কোমা|বাতাসের_ভয়
জলাতঙ্ক,মাথা_ব্যথা|গলা_ব্যথা|খিঁচুনি|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|অনিদ্রা|বাতাসের_ভয়
জলাতঙ্ক,মাথা_ব্যথা|গলা_ব্যথা|খিঁচুনি|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|অনিদ্রা|কোমা
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|জ্বর|চোখ_দিয়ে_পানি_পড়া|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,ক্লান্ত_বোধ|জ্বর|চোখ_দিয়ে_পানি_পড়া|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|জ্বর|চোখ_দিয়ে_পানি_পড়া|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|জ্বর|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|জ্বর|চোখ_দিয়ে_পানি_পড়া|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|জ্বর|চোখ_দিয়ে_পানি_পড়া|মাথা_ব্যথা|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|জ্বর|চোখ_দিয়ে_পানি_পড়া|মাথা_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|জ্বর|চোখ_দিয়ে_পানি_পড়া|মাথা_ব্যথা|ডায়রিয়া|কাশি|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|জ্বর|চোখ_দিয়ে_পানি_পড়া|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|জ্বর|চোখ_দিয়ে_পানি_পড়া|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা
সোয়াইন ফ্লু,জ্বর|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|জ্বর|চোখ_দিয়ে_পানি_পড়া|মাথা_ব্যথা|কাশি|বমি_বমি_ভাব
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|মাথা_ব্যথা|গলা_ব্যথা|সর্দি
সোয়াইন ফ্লু,শরীর_ব্যথা|ক্লান্ত_বোধ|মাথা_ব্যথা|কাশি|গলা_ব্যথা
সোয়াইন ফ্লু,জ্বর|মাথা_ব্যথা|কাশি|সর্দি
পক্ষাঘাত,কথা_বলতে_সমস্যা|শরীর_অবশ|মাংশপেশি_দুর্বল|হাত_ও_পায়ে_ব্যথা|শক্ত_পেশী
পক্ষাঘাত,শরীর_অবশ|মাংশপেশি_দুর্বল|হাত_ও_পায়ে_ব্যথা|শক্ত_পেশী
পক্ষাঘাত,কথা_বলতে_সমস্যা|মাংশপেশি_দুর্বল|হাত_ও_পায়ে_ব্যথা|শক্ত_পেশী
পক্ষাঘাত,কথা_বলতে_সমস্যা|শরীর_অবশ|হাত_ও_পায়ে_ব্যথা|শক্ত_পেশী
পক্ষাঘাত,কথা_বলতে_সমস্যা|শরীর_অবশ|মাংশপেশি_দুর্বল|শক্ত_পেশী
পক্ষাঘাত,কথা_বলতে_সমস্যা|শরীর_অবশ|মাংশপেশি_দুর্বল|হাত_ও_পায়ে_ব্যথা
পক্ষাঘাত,কথা_বলতে_সমস্যা|শরীর_অবশ|শক্ত_পেশী
পক্ষাঘাত,কথা_বলতে_সমস্যা|শরীর_অবশ|হাত_ও_পায়ে_ব্যথা
এপিলেপসি,শক্ত_পেশী|সাময়িক_বিভ্রান্তি|দেজা_ভু|উদ্বেগ|ফিট|অজ্ঞান_হয়ে_যাওয়া
এপিলেপসি,সাময়িক_বিভ্রান্তি|দেজা_ভু|উদ্বেগ|ফিট|অজ্ঞান_হয়ে_যাওয়া
এপিলেপসি,শক্ত_পেশী|দেজা_ভু|উদ্বেগ|ফিট|অজ্ঞান_হয়ে_যাওয়া
এপিলেপসি,শক্ত_পেশী|সাময়িক_বিভ্রান্তি|উদ্বেগ|ফিট|অজ্ঞান_হয়ে_যাওয়া
এপিলেপসি,শক্ত_পেশী|সাময়িক_বিভ্রান্তি|দেজা_ভু|ফিট|অজ্ঞান_হয়ে_যাওয়া
এপিলেপসি,শক্ত_পেশী|সাময়িক_বিভ্রান্তি|দেজা_ভু|উদ্বেগ|অজ্ঞান_হয়ে_যাওয়া
এপিলেপসি,শক্ত_পেশী|সাময়িক_বিভ্রান্তি|দেজা_ভু|উদ্বেগ|ফিট
এপিলেপসি,শক্ত_পেশী|দেজা_ভু|উদ্বেগ|ফিট
এপিলেপসি,উদ্বেগ|ফিট|অজ্ঞান_হয়ে_যাওয়া
এপিলেপসি,শক্ত_পেশী|উদ্বেগ|ফিট|অজ্ঞান_হয়ে_যাওয়া
নিপাহ ভাইরাস,তীব্র_জ্বর|মাথা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|অজ্ঞান_হয়ে_যাওয়া|আবোলতাবোল_কথা_বলা
নিপাহ ভাইরাস,অত্যধিক_লালা _নিঃসরণ|অজ্ঞান_হয়ে_যাওয়া|আবোলতাবোল_কথা_বলা
নিপাহ ভাইরাস,তীব্র_জ্বর|মাথা_ব্যথা|অজ্ঞান_হয়ে_যাওয়া|আবোলতাবোল_কথা_বলা
নিপাহ ভাইরাস,তীব্র_জ্বর|মাথা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|আবোলতাবোল_কথা_বলা
নিপাহ ভাইরাস,তীব্র_জ্বর|মাথা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|অজ্ঞান_হয়ে_যাওয়া
নিপাহ ভাইরাস,তীব্র_জ্বর|অত্যধিক_লালা _নিঃসরণ|অজ্ঞান_হয়ে_যাওয়া
ধনুষ্টঙ্কার,দ্রুত_নাড়ি_স্পন্দন|জ্বর|পেশী_ব্যথা|ডায়রিয়া|ঘাম_হওয়া|গিলতে_অসুবিধা|উচ্চ_রক্তচাপ
ধনুষ্টঙ্কার,জ্বর|পেশী_ব্যথা|ডায়রিয়া|ঘাম_হওয়া|গিলতে_অসুবিধা|উচ্চ_রক্তচাপ
ধনুষ্টঙ্কার,দ্রুত_নাড়ি_স্পন্দন|পেশী_ব্যথা|ডায়রিয়া|ঘাম_হওয়া|গিলতে_অসুবিধা|উচ্চ_রক্তচাপ
ধনুষ্টঙ্কার,দ্রুত_নাড়ি_স্পন্দন|জ্বর|ডায়রিয়া|ঘাম_হওয়া|গিলতে_অসুবিধা|উচ্চ_রক্তচাপ
ধনুষ্টঙ্কার,দ্রুত_নাড়ি_স্পন্দন|জ্বর|পেশী_ব্যথা|ঘাম_হওয়া|গিলতে_অসুবিধা|উচ্চ_রক্তচাপ
ধনুষ্টঙ্কার,দ্রুত_নাড়ি_স্পন্দন|জ্বর|পেশী_ব্যথা|ডায়রিয়া|গিলতে_অসুবিধা|উচ্চ_রক্তচাপ
ধনুষ্টঙ্কার,দ্রুত_নাড়ি_স্পন্দন|জ্বর|পেশী_ব্যথা|ডায়রিয়া|ঘাম_হওয়া|উচ্চ_রক্তচাপ
ধনুষ্টঙ্কার,দ্রুত_নাড়ি_স্পন্দন|জ্বর|পেশী_ব্যথা|ডায়রিয়া|ঘাম_হওয়া|গিলতে_অসুবিধা
ধনুষ্টঙ্কার,দ্রুত_নাড়ি_স্পন্দন|পেশী_ব্যথা|ঘাম_হওয়া|গিলতে_অসুবিধা|উচ্চ_রক্তচাপ
ধনুষ্টঙ্কার,জ্বর|ডায়রিয়া|ঘাম_হওয়া
ওটিটিস মিডিয়া,কথা_শুনতে_সমস্যা|মাথা_ব্যথা|কান_থেকে_তরল_নিষ্কাশন|কানে_ব্যথা
ওটিটিস মিডিয়া,কথা_শুনতে_সমস্যা|কান_থেকে_তরল_নিষ্কাশন|কানে_ব্যথা
গ্লসাইটিস,কথা_বলতে_সমস্যা|অত্যধিক_লালা _নিঃসরণ|জিহ্বা_ফোলা|কোমল_জিহ্বা|কালশিটে_জিহ্বা
গ্লসাইটিস,জিহ্বা_ফোলা|কোমল_জিহ্বা|কালশিটে_জিহ্বা
গ্লসাইটিস,অত্যধিক_লালা _নিঃসরণ|কোমল_জিহ্বা|কালশিটে_জিহ্বা
গ্লসাইটিস,অত্যধিক_লালা _নিঃসরণ|জিহ্বা_ফোলা|কালশিটে_জিহ্বা
গ্লসাইটিস,অত্যধিক_লালা _নিঃসরণ|জিহ্বা_ফোলা|কোমল_জিহ্বা
কুষ্ঠ,শুষ্ক_ত্বক|পেশীর_দুর্বলতা|শরীর_অবশ|চামড়ায়_ফ্যাকাশে_দাগ|ত্বকে_ছোট_ছোট_ফোঁড়া|পঙ্গু
কুষ্ঠ,পেশীর_দুর্বলতা|শরীর_অবশ|চামড়ায়_ফ্যাকাশে_দাগ|ত্বকে_ছোট_ছোট_ফোঁড়া|পঙ্গু
কুষ্ঠ,শুষ্ক_ত্বক|শরীর_অবশ|চামড়ায়_ফ্যাকাশে_দাগ|ত্বকে_ছোট_ছোট_ফোঁড়া|পঙ্গু
কুষ্ঠ,শুষ্ক_ত্বক|পেশীর_দুর্বলতা|চামড়ায়_ফ্যাকাশে_দাগ|ত্বকে_ছোট_ছোট_ফোঁড়া|পঙ্গু
কুষ্ঠ,শুষ্ক_ত্বক|পেশীর_দুর্বলতা|শরীর_অবশ|ত্বকে_ছোট_ছোট_ফোঁড়া|পঙ্গু
কুষ্ঠ,শুষ্ক_ত্বক|পেশীর_দুর্বলতা|শরীর_অবশ|চামড়ায়_ফ্যাকাশে_দাগ|পঙ্গু
কুষ্ঠ,শুষ্ক_ত্বক|পেশীর_দুর্বলতা|শরীর_অবশ|চামড়ায়_ফ্যাকাশে_দাগ|ত্বকে_ছোট_ছোট_ফোঁড়া
চিকুনগুনিয়া,চোখে_সমস্যা|ক্লান্ত_বোধ|ফুসকুড়ি|জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|বমি_বমি_ভাব
চিকুনগুনিয়া,ফুসকুড়ি|জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|বমি_বমি_ভাব
চিকুনগুনিয়া,চোখে_সমস্যা|জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা|বমি_বমি_ভাব
চিকুনগুনিয়া,চোখে_সমস্যা|ফুসকুড়ি|মাথা_ব্যথা|জয়েন্টে_ব্যথা|বমি_বমি_ভাব
চিকুনগুনিয়া,চোখে_সমস্যা|ফুসকুড়ি|জ্বর|জয়েন্টে_ব্যথা|বমি_বমি_ভাব
চিকুনগুনিয়া,চোখে_সমস্যা|ফুসকুড়ি|জ্বর|মাথা_ব্যথা|বমি_বমি_ভাব
চিকুনগুনিয়া,চোখে_সমস্যা|ফুসকুড়ি|জ্বর|মাথা_ব্যথা|জয়েন্টে_ব্যথা
আলসার,বমি_বমি_ভাব|বুকজ্বালা|পেট_ফেঁপে_থাকা|খাওয়ার_প্রতি_অনীহা
আলসার,বুকজ্বালা|পেট_ফেঁপে_থাকা|খাওয়ার_প্রতি_অনীহা
আলসার,বমি_বমি_ভাব|পেট_ফেঁপে_থাকা|খাওয়ার_প্রতি_অনীহা
আলসার,বমি_বমি_ভাব|বুকজ্বালা|খাওয়ার_প্রতি_অনীহা
আলসার,বমি_বমি_ভাব|বুকজ্বালা|পেট_ফেঁপে_থাকা
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,বমি|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|পেশী_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|জ্বর|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|জ্বর|পেশী_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|কাশি|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|কাশি|গলা_ব্যথা|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|সর্দি
ইনফ্লুয়েঞ্জা,ক্লান্ত_বোধ|বমি|জ্বর|পেশী_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|কাশি|বমি_বমি_ভাব|গলা_ব্যথা
হাম,ফুসকুড়ি|জ্বর|কাশি|সর্দি|স্বরভঙ্গ|মুখে_সাদা_দাগ
হাম,ফুসকুড়ি|কাশি|সর্দি|স্বরভঙ্গ|মুখে_সাদা_দাগ
হাম,ফুসকুড়ি|জ্বর|সর্দি|স্বরভঙ্গ|মুখে_সাদা_দাগ
হাম,ফুসকুড়ি|জ্বর|কাশি|স্বরভঙ্গ|মুখে_সাদা_দাগ
